team,player_out,player_in,minute,match_card_id
V・ファーレン長崎,奥井 諒,クリスティアーノ,83,26756
V・ファーレン長崎,奥田 晃也,加藤 聖,78,26756
V・ファーレン長崎,植中 朝日,山崎 亮平,78,26756
V・ファーレン長崎,澤田 崇,ビクトル イバルボ,83,26756
ブラウブリッツ秋田,中村 亮太,三上 陽輔,59,26756
ブラウブリッツ秋田,吉田 伊吹,武 颯,74,26756
ブラウブリッツ秋田,高瀬 優孝,茂 平,59,26756
ブラウブリッツ秋田,齋藤 恵太,井上 直輝,74,26756
ロアッソ熊本,三島 頌平,阿部 海斗,81,26757
ロアッソ熊本,伊東 俊,竹本 雄飛,67,26757
ロアッソ熊本,杉山 直宏,東山 達稀,81,26757
ロアッソ熊本,藤田 一途,田辺 圭佑,73,26757
ロアッソ熊本,髙橋 利樹,土信田 悠生,73,26757
大分トリニータ,中川 寛斗,野村 直輝,60,26757
大分トリニータ,井上 健太,増山 朝陽,70,26757
大分トリニータ,弓場 将輝,下田 北斗,60,26757
大分トリニータ,渡邉 新太,梅崎 司,87,26757
大分トリニータ,長沢 駿,呉屋 大翔,70,26757
ジェフユナイテッド千葉,ブワニカ 啓太,高木 俊幸,82,26758
ジェフユナイテッド千葉,秋山 陽介,矢口 駿太郎,70,26758
ジェフユナイテッド千葉,西久保 駿介,福満 隆貴,75,26758
ジェフユナイテッド千葉,見木 友哉,小林 祐介,82,26758
ジェフユナイテッド千葉,風間 宏矢,小島 秀仁,70,26758
東京ヴェルディ,井出 遥也,河村 慶人,51,26758
東京ヴェルディ,佐藤 凌我,森田 晃樹,70,26758
東京ヴェルディ,加藤 弘堅,山本 理仁,59,26758
東京ヴェルディ,小池 純輝,バスケス バイロン,46,26758
東京ヴェルディ,杉本 竜士,新井 瑞希,46,26758
いわてグルージャ盛岡,モレラト,ブレンネル,58,26759
いわてグルージャ盛岡,奥山 洋平,和田 昌士,72,26759
いわてグルージャ盛岡,桐 蒼太,中村 充孝,58,26759
いわてグルージャ盛岡,田平 起也,小野田 将人,72,26759
いわてグルージャ盛岡,石井 圭太,オタボー,60,26759
栃木SC,根本 凌,宮崎 鴻,90,26759
栃木SC,植田 啓太,大森 渚生,31,26759
栃木SC,神戸 康輔,佐藤 祥,83,26759
栃木SC,谷内田 哲平,西谷 優希,83,26759
アルビレックス新潟,島田 譲,秋山 裕紀,75,26760
アルビレックス新潟,本間 至恩,伊藤 涼太郎,85,26760
アルビレックス新潟,鈴木 孝司,谷口 海斗,72,26760
アルビレックス新潟,高木 善朗,シマブク カズヨシ,85,26760
横浜FC,イサカ ゼイン,山下 諒也,85,26760
横浜FC,ハイネル,齋藤 功佑,70,26760
横浜FC,中村 拓海,武田 英二郎,90,26760
横浜FC,和田 拓也,田部井 涼,90,26760
横浜FC,長谷川 竜也,松浦 拓弥,85,26760
ザスパクサツ群馬,天笠 泰輝,山根 永遠,60,26761
ザスパクサツ群馬,小島 雅也,岡本 一真,81,26761
ザスパクサツ群馬,平松 宗,深堀 隼平,67,26761
ザスパクサツ群馬,田中 稔也,川上 優樹,81,26761
ザスパクサツ群馬,髙木 彰人,白石 智之,60,26761
徳島ヴォルティス,エウシーニョ,田向 泰輝,83,26761
徳島ヴォルティス,一美 和成,ムシャガ バケンガ,75,26761
徳島ヴォルティス,杉森 考起,児玉 駿斗,65,26761
徳島ヴォルティス,浜下 瑛,西野 太陽,75,26761
徳島ヴォルティス,玄 理吾,櫻井 辰徳,83,26761
FC琉球,ケルヴィン,上原 慎也,55,26762
FC琉球,武沢 一翔,富所 悠,66,26762
FC琉球,野田 隆之介,ヴィニシウス ドスサントス,84,26762
FC町田ゼルビア,ドゥドゥ,中島 裕希,75,26762
FC町田ゼルビア,深津 康太,菅沼 駿哉,80,26762
FC町田ゼルビア,長谷川 アーリアジャスール,鄭 大世,66,26762
ツエーゲン金沢,丹羽 詩温,林 誠道,74,26763
ツエーゲン金沢,大石 竜平,毛利 駿也,74,26763
ツエーゲン金沢,小野原 和哉,松本 大弥,46,26763
ツエーゲン金沢,嶋田 慎太郎,平松 昇,82,26763
ツエーゲン金沢,豊田 陽平,杉浦 恭平,74,26763
大宮アルディージャ,大山 啓輔,栗本 広輝,69,26763
大宮アルディージャ,奥抜 侃志,河田 篤秀,69,26763
大宮アルディージャ,小島 幹敏,泉澤 仁,46,26763
大宮アルディージャ,武田 英寿,吉永 昇偉,63,26763
大宮アルディージャ,菊地 俊介,髙田 颯也,87,26763
レノファ山口FC,佐藤 謙介,神垣 陸,75,26764
レノファ山口FC,大槻 周平,吉岡 雅和,64,26764
レノファ山口FC,池上 丈二,山瀬 功治,86,26764
レノファ山口FC,高木 大輔,兒玉 澪王斗,75,26764
ヴァンフォーレ甲府,三平 和司,ウィリアン リラ,73,26764
ヴァンフォーレ甲府,大和 優槻,野澤 陸,80,26764
ヴァンフォーレ甲府,林田 滉也,宮崎 純真,73,26764
ヴァンフォーレ甲府,荒木 翔,小林 岩魚,73,26764
ヴァンフォーレ甲府,鳥海 芳樹,飯島 陸,86,26764
ブラウブリッツ秋田,中村 亮太,三上 陽輔,64,26765
ブラウブリッツ秋田,江口 直生,普光院 誠,74,26765
ブラウブリッツ秋田,高瀬 優孝,茂 平,46,26765
ブラウブリッツ秋田,齋藤 恵太,武 颯,64,26765
レノファ山口FC,佐藤 謙介,佐藤 健太郎,83,26765
レノファ山口FC,大槻 周平,兒玉 澪王斗,83,26765
レノファ山口FC,池上 丈二,山瀬 功治,54,26765
レノファ山口FC,田中 渉,神垣 陸,83,26765
レノファ山口FC,菊地 光将,渡部 博文,23,26765
いわてグルージャ盛岡,オタボー,中村 充孝,64,26766
いわてグルージャ盛岡,キム ジョンミン,ブレンネル,54,26766
いわてグルージャ盛岡,ビスマルク,加々美 登生,46,26766
いわてグルージャ盛岡,中野 雅臣,和田 昌士,64,26766
いわてグルージャ盛岡,弓削 翼,石井 圭太,82,26766
大宮アルディージャ,吉永 昇偉,高柳 郁弥,62,26766
大宮アルディージャ,大山 啓輔,小島 幹敏,62,26766
大宮アルディージャ,泉澤 仁,河田 篤秀,62,26766
大宮アルディージャ,矢島 慎也,奥抜 侃志,80,26766
大宮アルディージャ,菊地 俊介,富山 貴光,86,26766
横浜FC,イサカ ゼイン,山下 諒也,84,26767
横浜FC,ハイネル,齋藤 功佑,56,26767
横浜FC,武田 英二郎,高橋 秀人,69,26767
横浜FC,渡邉 千真,山谷 侑士,84,26767
横浜FC,長谷川 竜也,松浦 拓弥,69,26767
水戸ホーリーホック,タビナス ジェファーソン,松田 隼風,62,26767
水戸ホーリーホック,安藤 瑞季,梅田 魁人,69,26767
水戸ホーリーホック,木下 康介,金久保 順,62,26767
水戸ホーリーホック,杉浦 文哉,柳町 魁耀,62,26767
水戸ホーリーホック,村田 航一,後藤田 亘輝,14,26767
FC町田ゼルビア,ドゥドゥ,ヴィニシウス アラウージョ,82,26768
FC町田ゼルビア,深津 康太,菅沼 駿哉,82,26768
FC町田ゼルビア,翁長 聖,鄭 大世,77,26768
FC町田ゼルビア,長谷川 アーリアジャスール,平河 悠,53,26768
ベガルタ仙台,フォギーニョ,吉野 恭平,86,26768
ベガルタ仙台,中山 仁斗,レアンドロ デサバト,72,26768
ベガルタ仙台,加藤 千尋,蜂須賀 孝治,86,26768
ベガルタ仙台,氣田 亮真,名倉 巧,86,26768
ベガルタ仙台,遠藤 康,皆川 佑介,32,26768
V・ファーレン長崎,エジガル ジュニオ,加藤 聖,78,26769
V・ファーレン長崎,クリスティアーノ,ビクトル イバルボ,58,26769
V・ファーレン長崎,加藤 大,植中 朝日,78,26769
V・ファーレン長崎,奥田 晃也,カイオ セザール,58,26769
V・ファーレン長崎,江川 湧清,奥井 諒,30,26769
ヴァンフォーレ甲府,三平 和司,ウィリアン リラ,12,26769
ヴァンフォーレ甲府,三浦 颯太,関口 正大,86,26769
ヴァンフォーレ甲府,小林 岩魚,三浦 颯太,67,26769
ヴァンフォーレ甲府,石川 俊輝,宮崎 純真,67,26769
ヴァンフォーレ甲府,鳥海 芳樹,中山 陸,86,26769
モンテディオ山形,チアゴ アウベス,新垣 貴之,90,26770
モンテディオ山形,加藤 大樹,藤田 息吹,61,26770
モンテディオ山形,川井 歩,山田 拓巳,79,26770
モンテディオ山形,河合 秀人,山田 康太,61,26770
モンテディオ山形,藤原 悠汰,鈴木 国友,61,26770
栃木SC,根本 凌,大島 康樹,72,26770
栃木SC,森 俊貴,小野寺 健也,83,26770
栃木SC,神戸 康輔,西谷 優希,61,26770
栃木SC,福森 健太,植田 啓太,72,26770
栃木SC,谷内田 哲平,佐藤 祥,61,26770
ツエーゲン金沢,嶋田 慎太郎,大石 竜平,89,26771
ツエーゲン金沢,平松 昇,毛利 駿也,78,26771
ツエーゲン金沢,松本 大輔,廣井 友信,46,26771
ツエーゲン金沢,林 誠道,丹羽 詩温,70,26771
ツエーゲン金沢,豊田 陽平,杉浦 恭平,78,26771
徳島ヴォルティス,一美 和成,ムシャガ バケンガ,64,26771
徳島ヴォルティス,内田 航平,川上 エドオジョン 智慧,85,26771
徳島ヴォルティス,渡井 理己,西谷 和希,85,26771
徳島ヴォルティス,玄 理吾,櫻井 辰徳,73,26771
徳島ヴォルティス,田向 泰輝,石尾 崚雅,73,26771
ファジアーノ岡山,ステファン ムーク,宮崎 幾笑,82,26772
ファジアーノ岡山,ハン イグォン,佐野 航大,70,26772
ファジアーノ岡山,喜山 康平,ミッチェル デューク,62,26772
ファジアーノ岡山,宮崎 智彦,成瀬 竣平,62,26772
ファジアーノ岡山,本山 遥,河井 陽介,62,26772
ロアッソ熊本,伊東 俊,阿部 海斗,62,26772
ロアッソ熊本,坂本 亘基,粟飯原 尚平,86,26772
ロアッソ熊本,杉山 直宏,東山 達稀,62,26772
ロアッソ熊本,藤田 一途,田辺 圭佑,83,26772
ロアッソ熊本,髙橋 利樹,土信田 悠生,83,26772
ジェフユナイテッド千葉,ブワニカ 啓太,川又 堅碁,90,26773
ジェフユナイテッド千葉,小林 祐介,高木 俊幸,90,26773
ジェフユナイテッド千葉,櫻川 ソロモン,佐久間 太一,90,26773
ジェフユナイテッド千葉,秋山 陽介,福満 隆貴,90,26773
ジェフユナイテッド千葉,風間 宏矢,米倉 恒貴,81,26773
大分トリニータ,中川 寛斗,野村 直輝,55,26773
大分トリニータ,井上 健太,増山 朝陽,55,26773
大分トリニータ,保田 堅心,弓場 将輝,46,26773
大分トリニータ,渡邉 新太,呉屋 大翔,78,26773
大分トリニータ,藤本 一輝,梅崎 司,85,26773
アルビレックス新潟,三戸 舜介,松田 詠太郎,12,26774
アルビレックス新潟,伊藤 涼太郎,高木 善朗,77,26774
アルビレックス新潟,秋山 裕紀,島田 譲,77,26774
アルビレックス新潟,谷口 海斗,鈴木 孝司,77,26774
ザスパクサツ群馬,久保田 和音,平松 宗,83,26774
ザスパクサツ群馬,天笠 泰輝,白石 智之,57,26774
ザスパクサツ群馬,小島 雅也,岡本 一真,83,26774
ザスパクサツ群馬,深堀 隼平,山根 永遠,57,26774
ザスパクサツ群馬,田中 稔也,奥村 晃司,71,26774
FC琉球,ケルヴィン,阿部 拓馬,60,26775
FC琉球,大本 祐槻,田中 恵太,77,26775
FC琉球,富所 悠,武沢 一翔,77,26775
東京ヴェルディ,バスケス バイロン,河村 慶人,55,26775
東京ヴェルディ,山本 理仁,加藤 弘堅,46,26775
東京ヴェルディ,新井 瑞希,阿野 真拓,87,26775
東京ヴェルディ,梶川 諒太,宮本 優,72,26775
東京ヴェルディ,森田 晃樹,小池 純輝,72,26775
FC琉球,ケルヴィン,野田 隆之介,65,26776
FC琉球,中野 克哉,阿部 拓馬,65,26776
FC琉球,大本 祐槻,李 栄直,81,26776
FC琉球,沼田 圭悟,富所 悠,19,26776
FC琉球,清武 功暉,田中 恵太,81,26776
いわてグルージャ盛岡,モレラト,ブレンネル,46,26776
いわてグルージャ盛岡,中村 太亮,南 拓都,68,26776
いわてグルージャ盛岡,奥山 洋平,和田 昌士,74,26776
いわてグルージャ盛岡,小松 駿太,弓削 翼,68,26776
いわてグルージャ盛岡,桐 蒼太,中村 充孝,46,26776
ベガルタ仙台,レアンドロ デサバト,鎌田 大夢,76,26777
ベガルタ仙台,中山 仁斗,富樫 敬真,66,26777
ベガルタ仙台,中島 元彦,レアンドロ デサバト,66,26777
ベガルタ仙台,内田 裕斗,福森 直也,71,26777
ベガルタ仙台,氣田 亮真,名倉 巧,76,26777
ヴァンフォーレ甲府,ウィリアン リラ,ブルーノ パライバ,80,26777
ヴァンフォーレ甲府,大和 優槻,三浦 颯太,80,26777
ヴァンフォーレ甲府,長谷川 元希,山本 英臣,80,26777
ヴァンフォーレ甲府,関口 正大,荒木 翔,46,26777
ヴァンフォーレ甲府,鳥海 芳樹,宮崎 純真,46,26777
東京ヴェルディ,アルハン,新井 瑞希,46,26778
東京ヴェルディ,井出 遥也,佐藤 凌我,59,26778
東京ヴェルディ,奈良輪 雄太,深澤 大輝,74,26778
東京ヴェルディ,小池 純輝,山越 康平,80,26778
東京ヴェルディ,西谷 亮,森田 晃樹,46,26778
栃木SC,森 俊貴,大島 康樹,56,26778
栃木SC,植田 啓太,佐藤 祥,65,26778
栃木SC,矢野 貴章,根本 凌,56,26778
栃木SC,神戸 康輔,西谷 優希,65,26778
栃木SC,谷内田 哲平,トカチ,80,26778
FC町田ゼルビア,ドゥドゥ,鄭 大世,46,26779
FC町田ゼルビア,太田 修介,岡野 洵,89,26779
FC町田ゼルビア,平戸 太貴,ヴィニシウス アラウージョ,62,26779
FC町田ゼルビア,長谷川 アーリアジャスール,平河 悠,46,26779
FC町田ゼルビア,髙江 麗央,菅沼 駿哉,70,26779
水戸ホーリーホック,安藤 瑞季,梅田 魁人,34,26779
水戸ホーリーホック,平塚 悠知,金久保 順,46,26779
水戸ホーリーホック,木下 康介,髙岸 憲伸,64,26779
水戸ホーリーホック,松田 隼風,タビナス ジェファーソン,73,26779
水戸ホーリーホック,黒石 貴哉,後藤田 亘輝,46,26779
ブラウブリッツ秋田,井上 直輝,普光院 誠,66,26780
ブラウブリッツ秋田,吉田 伊吹,武 颯,66,26780
ブラウブリッツ秋田,小暮 大器,中村 亮太,66,26780
ブラウブリッツ秋田,茂 平,小柳 達司,78,26780
ブラウブリッツ秋田,齋藤 恵太,青木 翔大,61,26780
横浜FC,亀川 諒史,イサカ ゼイン,76,26780
横浜FC,和田 拓也,渡邉 千真,64,26780
横浜FC,山下 諒也,武田 英二郎,84,26780
横浜FC,高橋 秀人,手塚 康平,64,26780
横浜FC,齋藤 功佑,松浦 拓弥,76,26780
アルビレックス新潟,松田 詠太郎,シマブク カズヨシ,83,26781
アルビレックス新潟,鈴木 孝司,谷口 海斗,72,26781
アルビレックス新潟,高木 善朗,伊藤 涼太郎,72,26781
ジェフユナイテッド千葉,ブワニカ 啓太,高木 俊幸,46,26781
ジェフユナイテッド千葉,櫻川 ソロモン,佐久間 太一,83,26781
ジェフユナイテッド千葉,秋山 陽介,福満 隆貴,79,26781
ジェフユナイテッド千葉,西久保 駿介,米倉 恒貴,79,26781
ジェフユナイテッド千葉,風間 宏矢,小島 秀仁,46,26781
ザスパクサツ群馬,小島 雅也,天笠 泰輝,86,26782
ザスパクサツ群馬,山根 永遠,髙木 彰人,46,26782
ザスパクサツ群馬,田中 稔也,白石 智之,46,26782
ザスパクサツ群馬,高橋 勇利也,川上 優樹,46,26782
ツエーゲン金沢,大石 竜平,毛利 駿也,64,26782
ツエーゲン金沢,嶋田 慎太郎,平松 昇,64,26782
ツエーゲン金沢,廣井 友信,黒木 謙吾,90,26782
ツエーゲン金沢,杉浦 恭平,豊田 陽平,72,26782
ツエーゲン金沢,林 誠道,丹羽 詩温,64,26782
ファジアーノ岡山,ステファン ムーク,佐野 航大,71,26783
ファジアーノ岡山,ハン イグォン,齊藤 和樹,71,26783
ファジアーノ岡山,ミッチェル デューク,チアゴ アウベス,65,26783
ファジアーノ岡山,河井 陽介,白井 陽斗,88,26783
ファジアーノ岡山,田中 雄大,成瀬 竣平,88,26783
大宮アルディージャ,吉永 昇偉,山田 将之,88,26783
大宮アルディージャ,小野 雅史,武田 英寿,56,26783
大宮アルディージャ,河田 篤秀,菊地 俊介,56,26783
大宮アルディージャ,泉澤 仁,奥抜 侃志,56,26783
大宮アルディージャ,矢島 慎也,富山 貴光,77,26783
レノファ山口FC,佐藤 謙介,佐藤 健太郎,87,26784
レノファ山口FC,吉岡 雅和,大槻 周平,72,26784
レノファ山口FC,山瀬 功治,神垣 陸,62,26784
レノファ山口FC,沼田 駿也,兒玉 澪王斗,72,26784
レノファ山口FC,田中 渉,石川 啓人,87,26784
大分トリニータ,三竿 雄斗,小出 悠太,46,26784
大分トリニータ,呉屋 大翔,長沢 駿,64,26784
大分トリニータ,増山 朝陽,井上 健太,56,26784
大分トリニータ,渡邉 新太,中川 寛斗,56,26784
大分トリニータ,藤本 一輝,屋敷 優成,87,26784
V・ファーレン長崎,エジガル ジュニオ,山崎 亮平,79,26785
V・ファーレン長崎,カイオ セザール,高橋 峻希,87,26785
V・ファーレン長崎,クリスティアーノ,植中 朝日,69,26785
V・ファーレン長崎,二見 宏志,奥田 晃也,46,26785
V・ファーレン長崎,加藤 聖,奥井 諒,69,26785
モンテディオ山形,國分 伸太郎,チアゴ アウベス,65,26785
モンテディオ山形,山田 康太,新垣 貴之,76,26785
モンテディオ山形,川井 歩,山田 拓巳,76,26785
